date,purple_price,blue_price,light_blue_price,green_price,yellow_price,orange_price,red_price
2011-06-16,0.6214622739306314,1.0462861622570507,1.244250948484976,1.4796720807872177,1.7596365663430402,2.092572324514101,2.9593441615744354
2011-06-17,0.6255189569473453,1.0531159433766761,1.2523729727863457,1.4893308498746316,1.7711228432639612,2.106231886753352,2.978661699749263
2011-06-18,0.6295975460564441,1.0599826053212413,1.2605388560271413,1.4990417763248671,1.7826711460918494,2.1199652106424827,2.9980835526497343
2011-06-19,0.6336981349039019,1.0668863057519444,1.2687487856991806,1.5088050831045283,1.794281739980177,2.1337726115038884,3.0176101662090566
2011-06-20,0.6378208174308896,1.0738272028269737,1.277002949885307,1.5186209938830706,1.8059548909182512,2.147654405653947,3.037241987766141
2011-06-21,0.6419656878743772,1.0808054552025208,1.2853015372605923,1.5284897330342315,1.8176908657329178,2.1616109104050416,3.056979466068463
2011-06-22,0.6461328407677321,1.0878212220337886,1.293644737093536,1.5384115256374575,1.8294899320902556,2.175642444067577,3.076823051274915
2011-06-23,0.6503223709413223,1.0948746629760058,1.3020327392472724,1.548386597479339,1.8413523584972842,2.189749325952011,3.096773194958678
2011-06-24,0.654534373523116,1.1019659381854383,1.3104657341807717,1.5584151750550383,1.8532784143036627,2.203931876370876,3.1168303501100767
2011-06-25,0.6587689439392848,1.1090952083204022,1.3189439129500473,1.5684974855697258,1.8652683697033956,2.218190416640804,3.1369949711394516
2011-06-26,0.6630261779148061,1.1162626345422804,1.327467467209362,1.5786337569400146,1.8773224957365415,2.2325252690845607,3.1572675138800292
2011-06-27,0.6673061714740661,1.1234683785165362,1.336036589212435,1.5888242177953955,1.8894410642909172,2.2469367570330725,3.177648435590791
2011-06-28,0.6716090209414636,1.1307126024137308,1.3446514718136515,1.5990690974796753,1.9016243481038095,2.2614252048274612,3.1981381949593506
2011-06-29,0.6759348229420146,1.1379954689105403,1.3533123084692722,1.6093686260524158,1.9138726207636865,2.27599093782108,3.2187372521048316
2011-06-30,0.6802836744019566,1.1453171411907737,1.362019293238644,1.619723034290373,1.9261861567119078,2.290634282381547,3.239446068580746
2011-07-01,0.6846556725493544,1.1526777829463928,1.3707726207854123,1.6301325536889393,1.9385652312444417,2.305355565892785,3.2602651073778786
2011-07-02,0.6890509149147058,1.1600775583785317,1.3795724863787342,1.6405974164635853,1.951010120513578,2.320155116757063,3.2811948329271705
2011-07-03,0.6934694993315483,1.1675166321985186,1.3884190858944931,1.6511178555513055,1.9635211015296474,2.335033264397037,3.302235711102611
2011-07-04,0.6979115239370656,1.1749951696288967,1.397312615816513,1.661694104612061,1.9760984521627387,2.349990339257793,3.323388209224122
2011-07-05,0.7023770871726961,1.1825133364044482,1.406253273237776,1.6723263980302288,1.9887424511444205,2.365026672808896,3.3446527960604575
2011-07-06,0.7068662877847396,1.1900712987732167,1.4152412558616383,1.6830149709160467,2.0014533780694603,2.380142597546433,3.3660299418320934
2011-07-07,0.7113792248249677,1.1976692234975341,1.4242767620030514,1.693760059107066,2.014231513397552,2.395338446995068,3.387520118214132
2011-07-08,0.7159159976512317,1.205307277855044,1.4333599905897798,1.7045618991695994,2.0270771384550383,2.4106145557100875,3.409123798339199
2011-07-09,0.7204767059280728,1.2129856296397294,1.4424911411636214,1.7154207284001732,2.0399905354366363,2.4259712592794584,3.4308414568003465
2011-07-10,0.7250614496273319,1.22070444716294,1.4516704138816312,1.7263367848269808,2.052971987407167,2.4414088943258796,3.4526735696539617
2011-07-11,0.7296703290287619,1.2284638992544215,1.4608980095173436,1.737310307211338,2.0660217783032864,2.4569277985088425,3.474620614422676
2011-07-12,0.7343034447206377,1.236264155263343,1.470174129461996,1.7483415350491374,2.0791401929352133,2.4725283105266858,3.4966830700982747
2011-07-13,0.7389608976003678,1.2441053850593287,1.4794989757257535,1.7594307085723042,2.092327516988463,2.488210770118657,3.5188614171446084
2011-07-14,0.7436427888751086,1.2519877590334891,1.4888727509389372,1.7705780687502586,2.1055840370255843,2.503975518066978,3.541156137500517
2011-07-15,0.7483492200623757,1.259911448099452,1.4982956583532496,1.7817838572913707,2.118910040487891,2.5198228961989035,3.5635677145827414
2011-07-16,0.7530802929906585,1.267876623694397,1.5077679018430044,1.793048316644425,2.1323058156972023,2.5357532473887936,3.58609663328885
2011-07-17,0.757836109800034,1.2758834577800884,1.5172896859063547,1.804371690000081,2.1457716518575802,2.5517669155601763,3.608743380000162
2011-07-18,0.7626167729427809,1.2839321228439096,1.5268612156665247,1.8157542212923354,2.1593078390570706,2.5678642456878187,3.631508442584671
2011-07-19,0.7674223851839961,1.2920227918999008,1.5364826968730418,1.8271961551999907,2.172914668269445,2.584045583799801,3.6543923103999814
2011-07-20,0.7722530496022092,1.3001556384897939,1.5461543359029684,1.8386977371481172,2.186592431355944,2.6003112769795873,3.6773954742962345
2011-07-21,0.7771088695899996,1.3083308366840505,1.5558763397621356,1.8502592133095228,2.200341421067022,2.6166616733681005,3.7005184266190456
2011-07-22,0.7819899488546127,1.3165485610829004,1.5656489160863793,1.8618808306062207,2.2141619310440936,2.6330971221658004,3.7237616612124413
2011-07-23,0.7868963914185783,1.3248089868173822,1.5754722731427768,1.8735628367109007,2.2280542558212844,2.649617973634764,3.7471256734218015
2011-07-24,0.7918283016203274,1.333112289550382,1.5853466198308817,1.8853054800483986,2.242018690827176,2.6662245791007635,3.770610960096797
2011-07-25,0.7967857841148114,1.3414586454776756,1.5952721656839643,1.8971090097971701,2.2560555323865614,2.6829172909553507,3.7942180195943402
2011-07-26,0.801768943874121,1.3498482313289701,1.6052491208702502,1.9089736758907645,2.2701650777221953,2.69969646265794,3.817947351781529
2011-07-27,0.8067778861881058,1.3582812243689484,1.6152776961941606,1.9208997290192995,2.28434762495655,2.7165624487378963,3.841799458038599
2011-07-28,0.811812716664994,1.3667578023983111,1.6253581030975544,1.932887420630938,2.2986034731135687,2.733515604796622,3.865774841261876
2011-07-29,0.8168735412320136,1.3752781437548232,1.6354905536609705,1.944937002933366,2.3129329221204267,2.750556287509646,3.889874005866732
2011-07-30,0.8219604661360138,1.3838424273143595,1.645675260604872,1.957048728895271,2.3273362728092875,2.7676848546287185,3.914097457790542
2011-07-31,0.8270735979440854,1.3924508324919502,1.655912437290889,1.9692228522478226,2.3418138269190627,2.7849016649839,3.938445704495645
2011-08-01,0.8322130435441855,1.4011035392428315,1.666202297723069,1.981459627486156,2.3563658870971778,2.8022070784856625,3.962919254972312
2011-08-02,0.8373789101457576,1.4098007280634903,1.6765450565491187,1.9937593098708515,2.3709927569013316,2.81960145612698,3.987518619741703
2011-08-03,0.8425713052803571,1.4185425799927174,1.6869409290616557,2.0061221554294217,2.385694740801263,2.8370851599854343,4.0122443108588435
2011-08-04,0.8477903368022743,1.4273292766126555,1.6973901311994566,2.018548420957796,2.400472144180519,2.8546585532253106,4.037096841915592
2011-08-05,0.8530361128891587,1.4361610000498513,1.707892879548706,2.0310383640218066,2.415325273338219,2.872322000099702,4.062076728043613
2011-08-06,0.8583087420426451,1.4450379329763086,1.718449391344251,2.043592242958679,2.43025443549083,2.8900758659526167,4.087184485917358
2011-08-07,0.8636083330889774,1.4539602586105398,1.72905988447085,2.0562103168785177,2.445259938773933,2.907920517221079,4.1124206337570355
2011-08-08,0.8689349951796367,1.4629281607186218,1.7397245774644292,2.068892845665802,2.460342092243998,2.925856321437243,4.137785691331604
2011-08-09,0.8742888377919663,1.4719418236152497,1.750443689513335,2.0816400899808722,2.4755012058801578,2.943883647230499,4.1632801799617445
2011-08-10,0.8796699707298,1.4810014321647937,1.7612174404595924,2.0944523112614286,2.4907375905859848,2.962002864329587,4.188904622522857
2011-08-11,0.8850785041240892,1.4901071717823553,1.7720460508001585,2.107329771724022,2.506051558191267,2.98021434356471,4.214659543448044
2011-08-12,0.8905145484335314,1.4992592284348245,1.782929741688183,2.120272734365551,2.5214434214537875,2.9985184568696486,4.240545468731102
2011-08-13,0.8959782144451992,1.5084577886419406,1.7938687349342664,2.13328146296476,2.5369134940611064,3.0169155772838807,4.26656292592952
2011-08-14,0.9014696132751692,1.5177030394773494,1.8048632530077193,2.146356222083736,2.5524620906323396,3.0354060789546984,4.292712444167472
2011-08-15,0.9069888563691524,1.526995168569665,1.8159135190378248,2.1594972770694105,2.5680895267199455,3.0539903371393295,4.318994554138821
2011-08-16,0.9125360555031244,1.5363343641035312,1.8270197568151,2.1727048940550584,2.5837961188115086,3.072668728207062,4.345409788110117
2011-08-17,0.9181113227839568,1.5457208148206836,1.8381821907925602,2.185979339961802,2.5995821843315268,3.0914416296413667,4.371958679923604
2011-08-18,0.9237147706500478,1.5551547100210128,1.8494010460869816,2.199320882500114,2.615448041643199,3.110309420042025,4.398641765000228
2011-08-19,0.9293465118719553,1.5646362395636284,1.8606765484801686,2.212729790171322,2.6313940100502142,3.1292724791272564,4.425459580342644
